id,name,desc_short,desc
30,العَدْلُ,العدل: هو الذي حرم الظلم على نفسه، وجعله على عباده محرما، فهو المنزه عن الظلم والجور في أحكامه وأفعاله الذي يعطي كل ذي حق حقه.,"    العدل من أسماء الله الحسنى
    هو المعتدل
    يضع كل شىء موضعه
    لينظر الأنسان الى بدنه فإنه مركب من أجسام مختلفة هى:
    العظم
    اللحم الجلد
    وجعل العظم عماد
    واللحم صوانا له
    والجلد صوانا للحم
    فلو عكس الترتيب وأظهر ما أبطن لبطل النظام
    قال تعالى ( بالعدل قامت السموات والأرض )
    هو العدل الذى يعطى كل ذى حق حقه
    لا يصدر عنه إلا العدل
    فهو المنزه عن الظلم والجور فى أحكامه وأفعاله
    وقال تعالى ( وإذا حكمتم بين الناس أن تحكموا بالعدل )
    وحظ العبد من اسم العدل أن يكون وسطا بين طرفى الأفراط والتفريط
    ففى غالب الحال يحترز عن التهور الذى هو الأفراط
    والجبن الذى هو التفريط ويبقى على الوسط الذى هو الشجاعة
    وقال تعالى ( وكذلك جعلناكم أمة وسطا لتكونوا شهداء على الناس ) الآية"
31,اللَّطِيفُ,اللطيف: هو البر الرفيق بعباده، يرزق وييسر ويحسن إليهم، ويرفق بهم ويتفضل عليهم.,"    اللطيف فى اللغة لها ثلاث معانى الأول : أن يكون عالما بدقائق الأمور
    الثانى : هو الشىء الصغير الدقيق
    الثالث : أطيف إذا رفق به وأوصل اليه منافعه التى لا يقدر على الوصول اليها بنفسه .
    واللطيف بالمعنى الثانى فى حق الله مستحيل
    وقوله تعالى ( الله لطيف بعباده ) يحتمل المعنين الأول والثالث
    وإن حملت الآية على صفة ذات الله كانت تخويفا لأنه العالم بخفايا المخالفات بمعنى قوله تعالى
    ( يعلم خائنة الأعين وما تخفى الصدور ) .
    والله هو اللطيف الذى اجتمع له الرفق فى العقل
    والعلم بدقائق الأمور وإيصالها لمن قدرها له من خلقه
    فى القرآن فى أغلب الأحيان يقترن اسم اللطيف باسم الخبير فهما يتلاقيان فى المعنى"
32, الخَبِيرُ,الخبير: هو العليم بدقائق الأمور، لا تخفى عليه خافية، ولا يغيب عن علمه شيء فهو العالم بما كان ويكون.,"    الله هو الخبير
    الذى لا يخفى عليه شىء فى الأرض ولا فى السماء
    ولا تتحرك حركة إلا يعلم مستقرها ومستودعها .
    والفرق بين العليم والخبير
    أن الخبير بفيد العلم
    ولكن العليم إذا كان للخفايا سمى خبيرا .
    ومن علم أن الله خبير بأحواله كان محترزا فى أقواله وأفعاله واثقا أن ما قسم له يدركه
    وما لم يقسم له لا يدركه فيرى جميع الحوادث من الله فتهون عليه الأمور
    ويكتفى بأستحضار حاجته فى قلبه من غير أن ينطق لسانه"
33, الحَلِيمُ,الحليم: هو الصبور الذي يمهل ولا يهمل، ويستر الذنوب، ويؤخر العقوبة، فيرزق العاصي كما يرزق المطيع.,"
    الحليم لغويا : الأناة والتعقل
    والحليم هو الذى لا يسارع بالعقوبة
    بل يتجاوز الزلات ويعفو عن السيئات
    الحليم من أسماء الله الحسنى بمعنى تأخيره العقوبة عن بعض المستحقين ثم يعذبهم وقد يتجاوز عنهم
    وقد يعجل العقوبة لبعض منهم وقال تعالى ( ولو يؤاخذ الله الناس بما كسبوا ما ترك على ظهرها من دابة ) .
    وقال تعالى عن سيدنا إبراهيم ( إن ابراهيم لحليم آواه منيب )
    وعن إسماعيل ( فبشرناه بغلام حليم ) .
    وروى أن إبراهيم عليه السلام رأى رجلا مشتغلا بمعصية فقال ( اللهم أهلكه )
    فهلك
    ثم رأى ثانيا وثالثا فدعا فهلكوا
    فرأى رابعا فهم بالدعاء عليه فأوحى الله اليه : قف يا إبراهيم فلو أهلكنا كل عبد عصا ما بقى إلا القليل
    ولكن إذا عصى أمهلناه فإن تاب قبلناه
    وإن أصر أخرنا العقاب عنه
    لعلمنا أنه لا يخرج عن ملكنا
"
34,العَظِيمُ,العظيم: هو الذي ليس لعظمته بداية ولا لجلاله نهاية، وليس كمثله شيء.,"    العظيم لغويا بمعنى الضخامة والعز والمجد والكبرياء
    والله العظيم أعظم من كل عظيم لأن العقول لا يصل الى كنة صمديته
    والأبصار لا تحيط بسرادقات عزته وكل ما سوى الله فهو حقير بل كالعدم المحض وقال تعالى ( فسبح باسم ربك العظيم ) وقد كان النبى صلى الله عليه وسلم يدعو عند الكرب : ( لا إله إلا الله العظيم لا إله إلا الله رب العرش العظيم
    لا إله إلا الله رب السماوات ورب العرش العظيم ) . قال تعالى : ( ذلك ومن يعظم شعائر الله فإنها من تقوى القلوب )
    وحظ العبد من هذا الاسم أن من يعظم حرمات الله ويحترم شعائر الدين
    ويوقر كل ما نسب الى الله فهو عظيم عند الله وعند عباده"
35,الغَفُورُ,الغفور: هو الساتر لذنوب عباده المتجاوز عن خطاياهم وذنوبهم.,"
    الغفور من الغفر وهو الستر والله هو الغفور بغفر فضلا وإحسانا منه
    هو الذى إن تكررت منك الإساءة وأقبلت عليه فهو غفارك وساترك لتطمئن قلوب العصاة وتسكن نفوس المجرمين
    ولا يقنط مجرم من روح الله فهو غافر الذنب وقابل التوبة
    والغفور .. هو من يغفر الذنوب العظام والغفار .. هو من يغفر الذنوب الكثيرة .
    وعلم النبى صلى الله عليه وسلم ابو بكر الصديق الدعاء الأتى : اللهم إنى ظلمت نفسى ظلما كثيرا
    ولا يغفر الذنوب إلا أنت
    فأغفر لى مغفرة من عندك وارحمنى إنك انت الغفور الرحيم
"
36,الشَّكُورُ,الشكور: هو الذي يزكو عنده القليل من أعمال العباد، فيضاعف لهم الجزاء، وشكره لعباده مغفرته لهم.,"    الشكر فى اللغة هى الزيادة
    يقال شكر فى الأرض إذا كثر النبات فيها
    والشكور هو كثير الشكر
    والله الشكور الذى ينمو عنده القليل من أعمال العبد فيضاعف له الجزاء
    وشكره لعبده هى مغفرته له يجازى على يسير الطاعات بكثير الخيرات
    ومن دلائل قبول الشكر من العبد الزيادة فى النعمة
    وقال تعالى ( لئن شكرتم لأزيدنكم ولئن كفرتم إن عذابى لشديد )
    والشكر من الله معناه أنه تعالى قادرا على إثابة المحسنين وهو لا يضيع أجر من أحسن عملا
"
37,العَلِيُّ,العلي: هو الرفيع القدر فلا يحيط به وصف الواصفين المتعالي عن الأنداد والأضداد، فكل معاني العلو ثابتة له ذاتا وقهرا وشأنا.,"    العلو هو ارتفاع المنزلة
    والعلى من أسماء التنزيه
    فلا تدرك ذاته ولا تتصور صفاته أو ادراك كماله والفرق بين العلى ..
    والمتعالى أن العلى هو ليس فوقه شىء فى المرتبة أو الحكم
    والمتعالى هو الذى جل عن إفك المفترين
    والله سبحانه هو الكامل على الإطلاق فكان أعلى من الكل
    وحظ العبد من الاسم هو ألا يتصور أن له علوا مطلقا حيث أن أعلى درجات العلو هى للأنبياء
    والملائكة وعلى العبد أن يتذلل بين يدى الله تعالى فيرفع شأنه ويتعالى عن صغائر الأمور
"
38,الكَبِيرُ,الكبير: هو العظيم الجليل ذو الكبرياء في صفاته وأفعاله فلا يحتاج إلى شيء ولا يعجزه شيء (ليس كمثله شيء).,"    الكبير هو العظيم
    والله تعالى هو الكبير فى كل شىء على الإطلاق وهوالذى مبر وعلا فى 'ذاته ' و 'صفاته ' و 'افعاله '
    عن مشابهة مخلوقاته وهو صاحب كمال الذات الذى يرجع الى شيئين الأول : دوامه أزلا وأبدا
    والثانى :أن وجوده يصدر عنه وجود كل موجود وجاء اسم الكبير فى القرآن خمسة مرات .
    أربع منهم جاء مقترنا باسم (العلى ) . والكبير من العباد هو التقى المرشد للخلق
    الصالح ليكون قدوة للناس
    يروى أن المسيح عليه السلام قال : من علم وعمل فذلك يدعى عظيما فى ملكوت السموات
"
39,الحَفِيظُ,الحفيظ: هو الذي لا يغرب عن حفظه شيء ولو كمثقال الذر فحفظه لا يتبدل ولا يزول ولا يعتريه التبديل.,"    الحفيظ فى اللغة هى صون الشىء من الزوال
    والله تعالى حفيظ للأشياء بمعنى أولا :أنه يعلم جملها وتفصيلها علما لا يتبدل بالزوال
    وثانيا :هو حراسة ذات الشىء وجميع صفاته وكمالاته عن العدم وقال رسول الله صلى الله عليه وسلم ( إذا أويت الى فراشك فأقرأ آية الكرسى لايزال عليك الله حارس )
    وحظ العبد من الاسم أن يحافظ على جوارحه من المعاصى
    وعلى قلبه من الخطرات وأن يتوسط الأمور كالكرم بين الاسراف والبخل
"
40, المُقِيتُ,المقيت: هو المتكفل بإيصال أقوات الخلق إليهم وهو الحفيظ والمقتدر والقدير والمقدر والممدد.,"    القوت لغويا هو مايمسك الرمق من الرزق
    والله المقيت بمعنى هو خالق الأقوات وموصلها للأبدان وهى:الأطعمة والى القلوب وهى :المعرفة
    وبذلك يتطابق مع اسم الرزاق ويزيد عنه أن المقيت بمعنى المسئول عن الشىء بالقدرة والعلم
    ويقال أن الله سبحانه وتعالى جعل أقوات عباده مختلفة فمنهم من جعل قوته الأطعمة والأشربة وهم:الآدميون والحيوانات
    ومنهم من جعل قوته الطاعة والتسبيح وهم:الملائكة
    ومنهم من جعل قوته المعانى والمعارف والعقل وهم الأرواح
    وحظ العبد من الاسم ألا تطلب حوائجك كلها إلا من الله تعالى لأن خزائن الأرزاق بيده
    ويقول الله لموسى فى حديثه القدسى : يا موسى اسألنى فى كل شىء حتى شراك نعلك وملح طعامك
"
41,الحَسِيبُ,الحسيب: هو الكافي الذي منه كفاية العباد وهو الذي عليه الإعتماد يكفي العباد بفضله.,"    الحسيب فى اللغة هو المكافىء .والاكتفاء .والمحاسب . والشريف الذى له صفات الكمال
    والله الحسيب بمعنى الذى يحاسب عباده على أعمالهم
    والذى منه كفاية العباده وعليه الاعتماد
    وهو الشرف الذى له صفات الكمال والجلال والجمال .
    ومن كان له الله حسيبا كفاه الله
    ومن عرف أن الله تعالى يحاسبه فإن نفسه تحاسبه قبل أن يحاسب
"
42,الجَلِيلُ,الجليل: هو العظيم المطلق المتصف بجميع صفات الكمال والمنعوت بكمالها المنزه عن كل نقص.,"    الجليل هو الله
    بمعنى الغنى والملك والتقدس والعلم والقدرة والعزة والنزاهة
    إن صفات الحق أقسام صفات جلال : وهى العظمة والعزة والكبرياء والتقديس وكلها ترجع الى الجليل
    وصفات جمال : وهى اللطف والكرم والحنان والعفو والإحسان وكلها ترجع الى الجميل
    وصفات كمال : وهى الأوصاف التى لا تصل اليها العقول والأرواح مثل القدوس
    وصفات ظاهرها جمال وباطنها جلال مثل المعطى
    وصفات ظاهرها جلال وباطنها جمال مثل الضار
    والجليل من العباد هو من حسنت صفاته الباطنة أما جمال الظاهر فأقل قدرا
"
43,الكَرِيمُ,الكريم: هو الكثير الخير الجواد المعطي الذي لا ينفذ عطاؤه وهو الكريم المطلق الجامع لأنواع الخير والشرف والفضائل المحمود بفعاله.,"    الكريم فى اللغة هو الشىء الحسن النفيس وهو أيضا السخى النفاح
    والفرق بين الكريم والسخى أن الكريم هو كثير الإحسان بدون طلب والسخى هو المعطى عند السؤال
    والله سمى الكريم وليس السخى فهو الذى لا يحوجك الى سؤال ولا يبالى من أعطى
    وقيل هو الذى يعطى ما يشاء لمن يشاء وكيف يشاء بغير سؤال
    ويعفو عن السيئات ويخفى العيوب ويكافىء بالثواب الجزيل العمل القليل
    وكرم الله واسع حيث قال رسول الله صلى الله عليه وسلم ( إنى لأعلم آخر أهل الجنة دخولا الجنة
    وآخر أهل النار خروجا منها رجلا يؤتى فيقال اعرضوا عليه صغار ذنوبه
    فيقال عملت يوم كذا ..كذا وكذا
    وعملت يوم كذا..كذا وكذا فيقول نعم لا يستطيع أن ينكر وهو مشفق من كبار ذنوبه أن تعرض عليه
    فيقال له :فإن لك مكان كل سيئة حسنة فيقول : رب قد عملت أشياء ما أراها هنا )
    وضحك الرسول صلى الله عليه وسلم حتى بدت نواجذه
"
44,الرَّقِيبُ,الرقيب: هو الرقيب الذي يراقب أحوال العباد ويعلم أقوالهم ويحصي أعمالهم وهو الحافظ الذي لا يغيب عنه شيء.,"    الرقيب فى اللغة هو المنتظر والراصد
    والرقيب هو الله الحافظ الذى لا يغيب عنه شىء
    ويقال للملك الذى يكتب أعمال العباد ( رقيب )
    وقال تعالى ( ما يلفظ من قول إلا لديه رقيب عتيد )
    الله الرقيب الذى يرى أحوال العباد ويعلم أقوالهم
    ويحصى أعمالهم
    يحيط بمكنونات سرائرهم
    والحديث النبوى يقول ( الاحسان أن تعبد الله كأنك تراه
    فإن لم تكن تراه فإنه يراك )
    وحظ العبد من الاسم أن يراقب نفسه وحسه
    وأن يجعل عمله خالص لربه بنية طاهرة
"
45,المُجِيبُ,المجيب: هو الذي يقابل الدعاء والسؤال بالعطاء والقبول ولا يسأل سواه.,"    المجيب فى اللغة لها معنيان
    الأول الأجابة
    والثانى أعطاء السائل مطلوبه
    وفى حق الله تعالى المجيب هو مقابلة دعاء الداعين بالاستجابة
    وضرورة المضطرين بالكفاية
    المنعم قبل النداء
    ربما ضيق الحال على العباد ابتلاء رفعا لدرجاتهم بصبرهم وشكرهم فى السراء والضراء
    والرسول عليه الصلاة والسلام قال : ( أدع الله وأنتم موقنون من الأجابة)
    وقد ورد أن اثنين سئلا الله حاجة وكان الله يحب أحدهما ويكره الآخر فأوحى الله لملائكته أن يقضى حاجة البغيض مسرعا حتى يكف عن الدعاء
    لأن الله يبغض سماع صوته
    وتوقف عن حاجة فلان لأنى أحب أن أسمع صوته
"
46,الوَاسِعُ,الواسع: هو الذي وسع رزقه جميع خلقه وسعت رحمته كل شيء المحيط بكل شيء.,"    الواسع مشتق من السعة
    تضاف مرة الى العلم اذا اتسع
    وتضاف مرة أخرى الى الإحسان وبسط النعم
    الواسع المطلق هو الله تبارك وتعالى اذا نظرنا الى علمه فلا ساحل لبحر معلوماته
    واذا نظرنا الى إحسانه ونعمه فلا نهاية لمقدوراته
    وفى القرآن الكريم اقترن اسم الواسع بصفة العليم
    ونعمة الله الوتسع نوعان : نعمة نفع وهى التى نراها من نعمته علينا
    ونعمة دفع وهى ما دفعه الله عنا من انواع البلاء
    وهى نعمة مجهولة وهى أتم من نعمة النفع
    وحظ العبد من الاسم أن يتسع خلقك ورحمتك عباد الله فى جميع الأحوال
"
47,الحَكِيمُ,الحكيم: هو المحق في تدبيره اللطيف في تقديره الخبير بحقائق الأمور العليم بحكمه المقدور فجميع خلقه وقضاه خير وحكمة وعدل.,"    الحكيم صيغة تعظيم لصاحب الحكمة
    والحكيم فى حق الله تعالى بمعنى العليم بالأشياء وإيجادها على غاية الإحكام والأتقان والكمال الذى يضع الأشياء فى مواضعه
    ويعلم خواصها ومنافعها
    الخبير بحقائق الأمور ومعرفة أفضل المعلومات بأفضل العلوم
    والحكمة فى حق العباد هى الصواب فى القول والعمل بقدر طاقة البشر
"
48,الوَدُودُ,الودود: هو المحب لعباده، والمحبوب في قلوب أوليائه.,"    الود .. والوداد بمعنى الحب والصداقة
    والله تعالى ودود..أى يحب عباده ويحبونه
    والودود بثلاث معان الأول : أن الله مودود فى قلوب اوليائه
    الثانى : بمعنى الوادّ وبهذا يكون قريب من الرحمة
    والفرق بينهما أن الرحمة تستدعى مرحوم محتاج ضعيف
    الثالث: أن يحب الله اوليائه ويرضى عنهم .
    وحظ العبد من الاسم أن يحب الخير لجميع الخلق
    فيحب للعاصى التوبة وللصالح الثبات
    ويكون ودودا لعباد الله فيعفو عمن أساء اليه ويكون لين الجانب لجميع الناس وخاصة اهله وعشيرته وكما حدث لسيدنا رسول الله صلى الله عليه وسلم حين كسرت رباغيته وأدمى وحهه فقال ( اللهم اهد قومى فإنهم لا يعلمون )
    فلم يمنعه سوء صنيعهم عن أرادته الخير لهم
"
49,المَجِيدُ,المجيد: هو البالغ النهاية في المجد، الكثير الإحسان الجزيل العطاء العظيم البر.,"    اللغة تقول أن المجد هو الشرف والمروءة والسخاء
    والله المجيد يدل على كثرة إحسانه وأفضاله
    الشريف ذاته
    الجميل افعاله
    الجزيل عطاؤه
    البالغ المنتهى فى الكرم
    وقال تعالى ( ق والقرآن المجيد ) أى الشريف والمجيد لكثرة فوائده لكثرة ما تضمنه من العلوم والمكارم والمقاصد العليا
    واسم المجيد واسم الماجد بمعنى واحد فهو تأكيد لمعنى الغنى
    وحظ العبد من الاسم أن يكون كريما فى جميع الأحوال مع ملازمة الأدب
"
50,البَاعِثُ,الباعث: هو باعث الخلق يوم القيامة، وباعث رسله إلى العباد، وباعث المعونة إلى العبد.,"    الباعث فى اللغة هو أثارة أو أرسله أو الأنهاض
    والباعث فى حق الله تعالى لها عدة معان الأول : أنه باعث الخلق يوم القيامة
    الثانى : أنه باعث الرسل الى الخلق
    الثالث: أنه يبعث عباده على الفعال المخصوصة بخلقه للأرادة والدواعى فى قلوبهم
    الرابع : أنه يبعث عباده عند العجز بالمعونة والإغاثة وحظ العبد من الاسم أن يبعث نفسه كما يريد مولاه فعلا وقولا فيحملها على ما يقربها من الله تعالى لترقى النفس وتدنو من الكمال
"
51,الشَّهِيدُ,الشهيد: هو الحاضر الذي لا يغيب عنه شيء، فهو المطلع على كل شيء مشاهد له عليم بتفاصيله.,"    شهد فى اللغة بمعنى حضر وعلم وأعلم
    و الشهيد اسم من أسماء الله تعالى بمعنى الذى لا يغيب عنه شىء فى ملكه فى الأمور الظاهرة المشاهدة
    إذا اعتبر العلم مطلقا فالله هو العليم
    وإذا أضيف الى الأمور الباطنة فهو الخبير
    وإذا أضيف الى الأمور الظاهرة فهو الشهيد
    والشهيد فى حق العبد هى صفة لمن باع نفسه لربه
    فالرسول صلى الله عليه وسلم شهيد
    ومن مات فى سبيل الله شهيد
    اللهم امنحنا الشهادة فى سبيل جهاد النفس والهوى فهو الجهاد الأكبر
    واقتل أنفسنا بسيف المحبة حتى نرضى بالقدر
    واجعلنا شهداء لأنوارك فى سائر اللحظات
"
52,الحَقُّ,الحق: هو الذي يحق الحق بكلماته ويؤيد أولياءه فهو المستحق للعبادة.,"    الحق هو الله هو الموجود حقيقة
    موجود على وجه لا يقبل العدم ولا يتغير والكل منه واليه
    فالعبد إن كان موجودا فهو موجود بالله
    لا بذات العبد
    فالعبد وإن كان حقا ليس بنفسه بل هو حق بالله
    وهو بذاته باطل لولا إيجاد الله له
    ولا وجود للوجود إلا به
    وكل شىء هالك إلا وجه الله الكريم
    الله الثابت الذى لا يزول
    المتحقق وجوده أزلا وأبدا
    وتطلق كلمة الحق أيضا على القرآن ..والعدل ..والأسلام .. والصدق
    ووصف الحق لا يتحلى به أحد من الخلق إلا على سبيل الصفة المؤقتة
    وسيزول كل ملك ظاهر وباطن بزوال الدنيا ويبقى ملك المولى الحق وحده
"
53,الوَكِيلُ,الوكيل: هو الكفيل بالخلق القائم بأمورهم فمن توكل عليه تولاه وكفاه، ومن استغنى به أغناه وأرضاه.,"    تقول اللغة أن الوكيل هو الموكول اليه أمور ومصالح غيره
    الحق من أسماء الله تعالى تفيض بالأنوار
    فهو الكافى لكل من توكل عليه
    القائم بشئون عباده
    فمن توكل عليه تولاه وكفاه
    ومن استغنى به أغناه وأرضاه .
    والدين كله على أمرين
    أن يكون العبد على الحق فى قوله وعمله ونيته
    وأن يكون متوكلا على الله واثقا به فالدين كله فى هذين المقامين
    فالعبد آفته إما بسبب عدم الهداية وإما من عدم التوكل
    فإذا جمع الهداية الى التوكل فقد جمع الإيمان كله
"
54,القَوِيُّ,القوي: هو صاحب القدرة التامة البالغة الكمال غالب لا يغلب فقوته فوق كل قوة.,"    هذان الأسمان بينهما مشاركة فى أصل المعنى
    القوة تدل على القدرة التامة
    والمتانة تدل على شدة القوة والله القوى صاحب القدرة التامة البالغة الكمال
    والله المتين شديد القوة والقدرة والله متم قدره وبالغ أمره واللائق بالأنسان أن لا يغتر بقوته
    بل هو مطالب أن يظهر ضعفه أمام ربه
    كما كان يفعل عمر الفاروق حين يدعو ربه فيقول : ( اللهم كبرت سنى وضعفت قوتى ) لأنه لا حول ولا قوة إلا بالله
    هو ذو القوة أى صاحبها وواهبها
    وهذا لا يتعارض مع حق الله أن يكون عباده أقوياء بالحق وفي الحق وبالحق
"
55,المَتِينُ,المتين: هو الشديد الذي لا يحتاج في إمضاء حكمه إلى جند أو مدد ولا إلى معين.,"    هذان الأسمان بينهما مشاركة فى أصل المعنى
    القوة تدل على القدرة التامة
    والمتانة تدل على شدة القوة والله القوى صاحب القدرة التامة البالغة الكمال
    والله المتين شديد القوة والقدرة والله متم قدره وبالغ أمره واللائق بالأنسان أن لا يغتر بقوته
    بل هو مطالب أن يظهر ضعفه أمام ربه
    كما كان يفعل عمر الفاروق حين يدعو ربه فيقول : ( اللهم كبرت سنى وضعفت قوتى ) لأنه لا حول ولا قوة إلا بالله
    هو ذو القوة أى صاحبها وواهبها
    وهذا لا يتعارض مع حق الله أن يكون عباده أقوياء بالحق وفي الحق وبالحق
"
56,الوَلِيُّ,الولي: هو المحب الناصر لمن أطاعه، ينصر أولياءه، ويقهر أعداءه، والمتولي الأمور الخلائق ويحفظهم.,"
    الولى فى اللغة هو الحليف والقيم بالأمر
    والقريب و الناصر والمحب والولى أولا : بمعنى المتولى للأمر كولى اليتيم
    وثانيا : بمعنى الناصر والناصر للخلق فى الحقيقة هو الله تبارك وتعالى
    ثالثا : بمعنى المحب وقال تعالى ( الله ولى الذين آمنوا ) أى يحبهم
    رابعا : بمعنى الوالى أى المجالس وموالاة الله للعبد محبته له
    والله هو المتولى أمر عباده بالحفظ والتدبير
    ينصر أولياءه
    ويقهر أعدائه
    يتخذه المؤمن وليا فيتولاه بعنايته
    ويحفظه برعايته
    ويختصه برحمته
    وحظ العبد من اسم الولى أن يجتهد فى تحقيق الولاية من جانبه
    وذلك لا يتم إلا بلإعراض عن غير الله تعالى
    والأقبال كلية على نور الحق سبحانه وتعالى
"
57,الحَمِيدُ,الحميد: هو المستحق للحمد والثناء، الذي لا يحمد على مكروه سواه.,"
    الحميد لغويا هو المستحق للحمد والثناء
    والله تعالى هو الحميد بحمده نفسه أزلا
    وبحمده عباده له أبدا
    الذى يوفقك بالخيرات ويحمدك عليها
    ويمحو عنك السيئات
    ولا يخجلك لذكرها
    وان الناس منازل فى حمد الله تعالى
    فالعامة يحمدونه على إيصال اللذات الجسمانية
    والخواص يحمدونه على إيصال اللذات الروحانية
    والمقربون يحمدونه لأنه هو لا شىء غيره
    ولقد روى أن داود عليه السلام قال لربه ( إلهى كيف اشكرك وشكرى لك نعمة منك علىّ ؟ ) فقال الأن شكرتنى
    والحميد من العباد هو من حسنت عقيدته وأخلاقه وأعماله وأقواله
    ولم تظهر أنوار اسمه الحميد جلية فى الوجود إلا فى رسول الله صلى الله عليه وسلم
"
58,المُحْصِي,المحصي: هو الذي أحصى كل شيء بعلمه، فلا يفوته منها دقيق ولا جليل.,"
    المحصى لغويا بمعنى الإحاطة بحساب الأشياء وما شأنه التعداد
    الله المحصى الذى يحصى الأعمال ويعدها يوم القيامة
    هو العليم بدقائق الأمور واسرار المقدور
    هو بالمظاهر بصير
    وبالباطن خبير هو المحصى للطاعات
    والمحيط لجميع الحالات
    واسم المحصى لم يرد بالأسم فى القرآن الكريم
    ولكن وردت مادته فى مواضع
    ففى سورة النبأ ( وكل شىء أحصيناه كتابا )
    وحظ العبد من الاسم أن يحاسب نفسه
    وأن يراقب ربه فى أقواله وأفعاله
    وأن يشعل وقته بذكر أنعام الله عليه
    ( وان تعدوا نعمة الله لا تحصوها) الآية
"
59,المُبْدِىءُ,المبدىء: هو الذي أنشأ الأشياء واخترعها ابتداء من غير سابق مثال.,"    المبدىء لغويا بمعنى بدأ وابتدأ
    والأيات القرآنية التى فيها ذكر لاسم المبدىء والمعيد قد جمعت بينهما
    والله المبدىء هو المظهر الأكوان على غير مثال
    الخالق للعوالم على نسق الكمال
    وأدب الأنسان مع الله المبدىء يجعله يفهم أمرين أولهما أن جسمه من طين وبداية هذا الهيكل من الماء المهين
    ثانيهما أن روحه من النور ويتذكر بدايته الترابية ليذهب عنه الغرور
"
60,المُعِيدُ,المعيد: هو الذي يعيد الخلق بعد الحياة إلى الممات في الدنيا، وبعد الممات إلى الحياة يوم القيامة.,"    معيد لغويا هو الرجوع الى الشىء بعد الانصراف عنه
    وفى سورة القصص ( ان الذى فرض عليك القرآن لرادك الى معاد )
    أى يردك الى وطنك وبلدك
    والميعاد هو الآخرة
    والله المعيد الذى يعيد الخلق بعد الحياة الى الممات
    ثم يعيدهم بعد الموت الى الحياة
    ومن يتذكر العودة الى مولاه صفا قلبه
    ونال مناه
    والله بدأ خلق الناس
    ثم هو يعيدهم أى يحشرهم
    والأشياء كلها منه بدأت واليه تعود
"
61,المُحْيِي,المحيي: هو خالق الحياة ومعطيها لمن شاء، يحيي الخلق من العدم ثم يحييهم بعد الموت.,"    الله المحيى الذى يحيى الأجسام بإيجاد الأرواح فيها
    وهو محي الحياة ومعطيها لمن شاء
    ويحيى الأرواح بالمعارف
    ويحيى الخلق بعد الموت يوم القيامة
    وأدب المؤمن أن يكثر من ذكر الله خاصة فى جوف الليل حتى يحيى الله قلبه بنور المعرفة
"
62,المُمِيتُ,المميت: هو مقدر الموت على كل من أماته ولا مميت سواه، قهر عباده بالموت متى شاء وكيف شاء.,"    والله المميت والموت ضد الحياة
    وهو خالق الموت وموجهه على من يشاء من الأحياء متى شاء وكيف شاء
    ومميت القلب بالغفلة
    والعقل بالشهوة .
    ولقد روى أن الرسول صلى الله عليه وسلم كان من دعائه اذا أوى الى فراشه ( اللهم باسمك أحيا وباسمك أموت )
    وإذا أصبح قال : الحمد لله الذى أحيانا بعدما أماتنا وإليه النشور
"
63,الحَيُّ,الحي: هو المتصف بالحياة الأبدية التي لا بداية لها ولا نهاية فهو الباقي أزلا وأبدا وهو الحي الذي لا يموت.,"    الحياة فى اللغة هى نقيض الموت
    و الحى فى صفة الله تعالى هو الباقى حيا بذاته أزلا وأبدا
    والأزل هو دوام الوجود فى الماضى
    والأبد هو دوام الوجود فى المستقبل
    والأنس والجن يموتون
    وكل شىء هالك إلا وجهه الكريم
    وكل حى سواه ليس حيا بذاته إنما هو حى بمدد الحى
    وقيل إن اسم الحى هو اسم الله الأعظم
"
64,القَيُّومُ,القيوم: هو القائم بنفسه، الغني عن غيره، وهو القائم بتدبير أمر خلقه في إنشائهم ورزقهم.,"    اللغة تقول أن القيوم و السيد
    والله القيوم بمعنى القائم بنفسه مطلقا لا بغيره
    ومع ذلك يقوم به كل موجود
    ولا وجود أو دوام وجود لشىء إلا به
    المدبر المتولى لجميع الأمور التى تجرى فى الكون
    هو القيوم لأنه قوامه بذاته وقوام كل شىء به
    والقيوم تأكيد لاسم الحى واقتران الإسمين فى الآيات
    ومن أدب المؤمن مع اسم القيوم أن من علم أن الله هو القيوم بالأمور أستراح من كد التعبير وتعب الاشتغال بغيره ولم يكن للدنيا عنده قيمة
    وقيل أن اسم الله الأعظم هو الحى القيوم
"
65,الوَاجِدُ,الواجد: هو الذي لا يعوزه شيء ولا يعجزه شيء يجد كل ما يطلبه، ويدرك كل ما يريده.,"    الواجد فيه معنى الغنى والسعة
    والله الواجد الذى لا يحتاج الى شىء وكل الكمالات موجودة له مفقودة لغيره
    إلا إن أوجدها هو بفضله
    وهو وحده نافذ المراد
    وجميع أحكامه لا نقض فيها ولا أبرام
    وكل ما سوى الله تعالى لا يسمى واجدا
    وإنما يسمى فاقدا
    واسم الواجد لم يرد فى القرآن ولكنه مجمع عليه
    ولكن وردت مادة الوجود مثل قوله تعالى ( انا وجدناه صابرا نعم العبد انه أواب ) الآية
"
